language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
9	French	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом	se melanger	NOM	avec	Y	avec	REFL						
9	French	95	look	X (look) at Y	смотреть	X (смотреть) на Y	regarder	TR		TR	TR							
9	French	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)	oter	TR		TR	TR							
9	French	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y	rever	de		Y	de	совпадает с 48						
9	French	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом	etre d'accord	NOM	avec	Y	avec	CV						
9	French	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y	se facher	NOM	avec	Y	avec	REFL						
9	French	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)	couter	TR		TR	TR							
9	French	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а	tirer	NOM	sur	Y	sur							
9	French	102	pour	X (pour) Y	сыпать	X (сыпать) Y	verser	TR		TR	TR							
9	French	103	lose	X (lose) Y	терять	X (терять) Y	perdre	TR		TR	TR							
9	French	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е	s'enfoncer	NOM	dans	Y	dans	REFL						
9	French	105	kill	X (kill) Y	убивать	X (убивать) Y-а	tuer	TR		TR	TR							
9	French	106	hit	X (hit) Y	ударить	X (ударять) Y-а	frapper	TR		TR	TR							
9	French	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а	embracer	TR		TR	TR							
9	French	108	read	X (read) Y	читать	X (читать) Y-а	lire	TR		TR	TR							
9	French	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом	bouger	TR		TR	TR							
9	French	110	respect	X (respect) Y	уважать	X (уважать) Y-а	respecter	TR		TR	TR							
9	French	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом						Нет эквивалента						
9	French	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом	etre content	NOM	de	Y	de	CV						
9	French	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a	tomber amoureux	NOM	de	Y	de	CV						
9	French	114	trust	X (trust) Y	доверять	X (доверять) Y-у	faire confiance	NOM	a	Y	NOM_a	CV						
9	French	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а	avoir pitie	NOM	de	Y	de	CV						
9	French	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у	envier	TR		TR	TR							
9	French	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а	s'enerver	NOM	contre	Y	contre	REFL						
9	French	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у	etre etonne	NOM	par	Y	par	CV						
9	French	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)	aimer					совпадает с 46						
9	French	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом	jouir	NOM	de	Y	de							
9	French	121	want	X (want) Y	хотеть	X (хотеть) Y-а	vouloir	TR		TR	TR							
9	French	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а	se facher	NOM	contre	Y	contre	REFL						
9	French	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а	s'offenser	NOM	de	Y	de	REFL						
9	French	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а	chagriner	TR		TR	TR							
9	French	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у	etre imprissionne	NOM	par	Y	par	CV						
9	French	126	despise	X (despise) Y	презирать	X (презирать) Y-а	mepriser	TR		TR	TR							
9	French	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а	etre chagrine	NOM	par	Y	par	CV						
9	French	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а	etre agace	NOM	par	Y	par	CV						
9	French	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у	avoir de la synmpathie	NOM	pour	Y	pour	CV						
9	French	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а	etre gene	NOM	par	Y	par	CV						
