language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
37	Chukchi	102	pour	X (pour) Y	сыпать	X (сыпать) Y					TR							
37	Chukchi	103	lose	X (lose) Y	терять	X (терять) Y					TR							
37	Chukchi	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е					ABSINESS							
37	Chukchi	105	kill	X (kill) Y	убивать	X (убивать) Y-а					TR							
37	Chukchi	106	hit	X (hit) Y	ударить	X (ударять) Y-а					TR							
37	Chukchi	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а					TR							
37	Chukchi	108	read	X (read) Y	читать	X (читать) Y-а					TR							
37	Chukchi	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом					TR							
37	Chukchi	110	respect	X (respect) Y	уважать	X (уважать) Y-а					TR							
37	Chukchi	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом					ABSALL							
37	Chukchi	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом					TR							
37	Chukchi	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a					TR							
37	Chukchi	114	trust	X (trust) Y	доверять	X (доверять) Y-у					ABSALL							
37	Chukchi	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а					TR							
37	Chukchi	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у					ABSALL							
37	Chukchi	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а					ABSALL							
37	Chukchi	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у					ABSALL							
37	Chukchi	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)												
37	Chukchi	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом												
37	Chukchi	121	want	X (want) Y	хотеть	X (хотеть) Y-а					TR							
37	Chukchi	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а					ABSALL							
37	Chukchi	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а					ABSALL							
37	Chukchi	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а					TR							
37	Chukchi	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у					ABSALL							
37	Chukchi	126	despise	X (despise) Y	презирать	X (презирать) Y-а					ABSALL							
37	Chukchi	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а					ABSALL							
37	Chukchi	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а					ABSALL							
37	Chukchi	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у					TR							
37	Chukchi	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а												
