language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
1	Russian	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом	смешаться	NOM	sINS	Y	NOMsINS							
1	Russian	95	look	X (look) at Y	смотреть	X (смотреть) на Y	смотреть	NOM	naACC	Y	NOMnaACC							
1	Russian	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)	снимать	TR		TR	TR							
1	Russian	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y	сниться	DAT	NOM	X	DATNOM							
1	Russian	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом	соглашаться	NOM	sINS	Y	NOMsINS							
1	Russian	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y	ссориться	NOM	sINS	Y	NOMsINS							
1	Russian	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)	стоить	TR		TR	TR							
1	Russian	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а	стрелять	NOM	vACC	Y	NOMvACC							
1	Russian	102	pour	X (pour) Y	сыпать	X (сыпать) Y	сыпать	TR		TR	TR							
1	Russian	103	lose	X (lose) Y	терять	X (терять) Y	терять	TR		TR	TR							
1	Russian	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е	тонуть	NOM	vLOC	Y	NOMvLOC							
1	Russian	105	kill	X (kill) Y	убивать	X (убивать) Y-а	убивать	TR		TR	TR							
1	Russian	106	hit	X (hit) Y	ударить	X (ударять) Y-а	ударить	TR		TR	TR							
1	Russian	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а	целовать	TR		TR	TR							
1	Russian	108	read	X (read) Y	читать	X (читать) Y-а	читать	TR		TR	TR							
1	Russian	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом	шевелить	NOM	INS	Y	NOMINS							
1	Russian	110	respect	X (respect) Y	уважать	X (уважать) Y-а	уважать	TR		TR	TR							
1	Russian	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом	брезговать	NOM	INS	Y	NOMINS							
1	Russian	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом	быть довольным	NOM	INS	Y	NOMINS	NV						
1	Russian	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a	влюбляться	NOM	vACC	Y	NOMvACC							
1	Russian	114	trust	X (trust) Y	доверять	X (доверять) Y-у	доверять	NOM	DAT	Y	NOMDAT							
1	Russian	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а	жалеть	TR		TR	TR							
1	Russian	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у	завидовать	NOM	DAT	Y	NOMDAT							
1	Russian	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а	злиться	NOM	naACC	Y	NOMnaACC							
1	Russian	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у	удивляться	NOM	DAT	Y	NOMDAT							
1	Russian	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)	любить-2	TR		TR	TR							
1	Russian	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом	наслаждаться	NOM	INS	Y	NOMINS							
1	Russian	121	want	X (want) Y	хотеть	X (хотеть) Y-а	хотеть	TR		TR	TR							
1	Russian	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а	сердиться	NOM	naACC	Y	NOMnaACC							
1	Russian	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а	обижаться	NOM	naACC	Y	NOMnaACC							
1	Russian	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а	огорчать	TR		TR	TR							
1	Russian	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у	поражаться	NOM	DAT	Y	NOMDAT							
1	Russian	126	despise	X (despise) Y	презирать	X (презирать) Y-а	презирать	TR		TR	TR							
1	Russian	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а	огорчаться	NOM	izzaGEN	Y	NOMizzaGEN							
1	Russian	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а	раздражаться	NOM	naACC	Y	NOMnaACC							
1	Russian	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у	симпатизировать	NOM	DAT	Y	NOMDAT							
1	Russian	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а	стесняться	NOM	GEN	Y	NOMGEN							
