language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
19	Loma	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 					TR							
19	Loma	69	sing	X (sing) Y	петь	X (петь) Y					TR							
19	Loma	70	write	X (write) Y	писать	X (писать) Y					TR							
19	Loma	71	drink	X (drink) Y	пить	X (пить) Y					TR							
19	Loma	72	melt	X (melt) Y	плавить	X (плавить) Y					TR							
19	Loma	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)												
19	Loma	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)												
19	Loma	75	cover	X (cover) Y	покрывать	X (покрывать) Y												
19	Loma	76	remember	X (remember) Y	помнить	X (помнить) Y-а					S_su							
19	Loma	77	help	X (help) Y	помочь	X (помогать) Y-у					S_ba							
19	Loma	78	understand	X (understand) Y	понимать	X (понимать) Y					TR							
19	Loma	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)					S_su							
19	Loma	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом					S_ga							
19	Loma	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у					S_ba							
19	Loma	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у												
19	Loma	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у												
19	Loma	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом					S_ta							
19	Loma	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а					TR							
19	Loma	86	drop	X (drop) Y	ронять	X (ронять) Y					TR							
19	Loma	87	govern	X (govern) Y	руководить	X (руководить) Y												
19	Loma	88	miss	X (miss) Y	скучать	X (скучать) по Y-у												
19	Loma	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом												
19	Loma	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)												
19	Loma	91	listen	X (listen) to Y	слушать	X (слушать) Y					S_ma							
19	Loma	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a					S_be							
19	Loma	93	hear	X (hear) Y	слышать	X (слышать) Y					TR							
19	Loma	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом					S_ta							
19	Loma	95	look	X (look) at Y	смотреть	X (смотреть) на Y					S_ba							
19	Loma	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)					TR							
19	Loma	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y												
19	Loma	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом												
19	Loma	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y												
19	Loma	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)												
19	Loma	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а					S_ma							
19	Loma	102	pour	X (pour) Y	сыпать	X (сыпать) Y					TR							
19	Loma	103	lose	X (lose) Y	терять	X (терять) Y					TR							
19	Loma	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е												
19	Loma	105	kill	X (kill) Y	убивать	X (убивать) Y-а					TR							
19	Loma	106	hit	X (hit) Y	ударить	X (ударять) Y-а					TR							
19	Loma	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а												
19	Loma	108	read	X (read) Y	читать	X (читать) Y-а					TR							
19	Loma	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом					TR							
19	Loma	110	respect	X (respect) Y	уважать	X (уважать) Y-а					S_ma							
19	Loma	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом												
19	Loma	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом												
19	Loma	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a					S_ga							
19	Loma	114	trust	X (trust) Y	доверять	X (доверять) Y-у					S_ya							
19	Loma	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а												
19	Loma	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у												
19	Loma	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а												
19	Loma	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у					S_ga							
19	Loma	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)					be_S							
19	Loma	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом												
19	Loma	121	want	X (want) Y	хотеть	X (хотеть) Y-а												
19	Loma	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а												
19	Loma	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а												
19	Loma	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а					TR							
19	Loma	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у					S_ga							
19	Loma	126	despise	X (despise) Y	презирать	X (презирать) Y-а												
19	Loma	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а					S_ba							
19	Loma	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а												
19	Loma	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у												
19	Loma	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а												
